,datum,srazka,zavineni,alkohol,nasledek,prilba,pohlavi
425,2016/03/05 00:00:00+00,"srážka s vozidlem zaparkovaným, odstaveným",řidičem nemotorového vozidla,"Ano, obsah alkoholu v krvi od 1,0‰ do 1,5‰",bez zraněn,ne,muž
426,2016/04/08 00:00:00+00,srážka s jedoucím nekolejovým vozidlem,řidičem motorového vozidla,Ne,lehké zranění,ne,muž
427,2016/05/09 00:00:00+00,srážka s jedoucím nekolejovým vozidlem,řidičem motorového vozidla,Nezjišťován,lehké zranění,ano,žena
428,2016/08/29 00:00:00+00,srážka s jedoucím nekolejovým vozidlem,řidičem nemotorového vozidla,Nezjišťován,těžké zranění,ano,chlapec (do 15 let)
429,2016/08/31 00:00:00+00,srážka s jedoucím nekolejovým vozidlem,řidičem motorového vozidla,Ne,lehké zranění,ano,chlapec (do 15 let)
430,2016/10/10 00:00:00+00,srážka s jedoucím nekolejovým vozidlem,řidičem motorového vozidla,Ne,lehké zranění,ano,muž
431,2016/11/07 00:00:00+00,srážka s jedoucím nekolejovým vozidlem,řidičem motorového vozidla,Ne,lehké zranění,ne,muž
432,2017/03/23 00:00:00+00,"srážka s vozidlem zaparkovaným, odstaveným",řidičem nemotorového vozidla,Ne,lehké zranění,ano,muž
433,2017/03/29 00:00:00+00,havárie,řidičem nemotorového vozidla,Ne,lehké zranění,ne,žena
434,2017/03/30 00:00:00+00,srážka s chodcem,řidičem nemotorového vozidla,Ne,bez zraněn,ne,muž
435,2017/05/01 00:00:00+00,srážka s jedoucím nekolejovým vozidlem,řidičem motorového vozidla,Ne,lehké zranění,ano,muž
436,2017/05/27 00:00:00+00,srážka s jedoucím nekolejovým vozidlem,řidičem motorového vozidla,Ne,těžké zranění,ano,muž
437,2017/06/14 00:00:00+00,srážka s jedoucím nekolejovým vozidlem,řidičem motorového vozidla,Ne,lehké zranění,ano,muž
438,2017/07/19 00:00:00+00,havárie,řidičem nemotorového vozidla,Ne,lehké zranění,ne,muž
439,2017/10/18 00:00:00+00,havárie,řidičem nemotorového vozidla,Ne,lehké zranění,ano,muž
440,2017/10/23 00:00:00+00,srážka s jedoucím nekolejovým vozidlem,řidičem nemotorového vozidla,Ne,lehké zranění,ne,muž
441,2018/03/10 00:00:00+00,havárie,řidičem nemotorového vozidla,"Ano, obsah alkoholu v krvi 1,5‰ a více",lehké zranění,ne,muž
442,2018/03/13 00:00:00+00,srážka s jedoucím nekolejovým vozidlem,řidičem motorového vozidla,Ne,lehké zranění,ne,muž
443,2018/04/10 00:00:00+00,srážka s jedoucím nekolejovým vozidlem,řidičem motorového vozidla,Ne,lehké zranění,ano,muž
444,2018/04/28 00:00:00+00,havárie,řidičem nemotorového vozidla,"Ano, obsah alkoholu v krvi od 1,0‰ do 1,5‰",těžké zranění,ne,žena
445,2018/06/18 00:00:00+00,srážka s jedoucím nekolejovým vozidlem,řidičem motorového vozidla,Ne,lehké zranění,ano,muž
446,2018/08/06 00:00:00+00,havárie,řidičem nemotorového vozidla,Ne,lehké zranění,ano,žena
447,2018/09/19 00:00:00+00,srážka s jedoucím nekolejovým vozidlem,řidičem motorového vozidla,Nezjišťován,těžké zranění,ano,žena
448,2018/10/10 00:00:00+00,srážka s jedoucím nekolejovým vozidlem,řidičem motorového vozidla,Ne,lehké zranění,ne,muž
449,2018/10/14 00:00:00+00,havárie,řidičem nemotorového vozidla,Ne,lehké zranění,ano,muž
450,2018/10/20 00:00:00+00,havárie,řidičem nemotorového vozidla,Ne,lehké zranění,ano,muž
451,2019/03/29 00:00:00+00,havárie,řidičem nemotorového vozidla,Ne,lehké zranění,ano,žena
452,2019/04/07 00:00:00+00,havárie,řidičem nemotorového vozidla,Ne,lehké zranění,ano,žena
453,2019/05/23 00:00:00+00,srážka s jedoucím nekolejovým vozidlem,řidičem motorového vozidla,Ne,lehké zranění,ano,muž
454,2019/06/06 00:00:00+00,srážka s jedoucím nekolejovým vozidlem,řidičem motorového vozidla,Ne,lehké zranění,ano,muž
455,2019/06/11 00:00:00+00,srážka s jedoucím nekolejovým vozidlem,řidičem motorového vozidla,Ne,lehké zranění,ne,muž
456,2019/07/26 00:00:00+00,srážka s jedoucím nekolejovým vozidlem,řidičem motorového vozidla,Nezjišťován,lehké zranění,ano,muž
457,2019/08/08 00:00:00+00,srážka s jedoucím nekolejovým vozidlem,řidičem nemotorového vozidla,"Ano, obsah alkoholu v krvi 1,5‰ a více",bez zraněn,ne,muž
458,2019/08/08 00:00:00+00,srážka s jedoucím nekolejovým vozidlem,řidičem nemotorového vozidla,"Ano, obsah alkoholu v krvi 1,5‰ a více",bez zraněn,ne,muž
459,2019/08/18 00:00:00+00,havárie,řidičem nemotorového vozidla,Nezjišťován,lehké zranění,ano,muž
460,2019/08/30 00:00:00+00,srážka s jedoucím nekolejovým vozidlem,řidičem motorového vozidla,Ne,lehké zranění,ne,muž
461,2019/09/17 00:00:00+00,srážka s jedoucím nekolejovým vozidlem,řidičem motorového vozidla,Ne,lehké zranění,ano,muž
462,2019/10/30 00:00:00+00,srážka s jedoucím nekolejovým vozidlem,řidičem motorového vozidla,Ne,lehké zranění,ano,muž
463,2019/11/24 00:00:00+00,havárie,řidičem nemotorového vozidla,Ne,lehké zranění,ne,muž
464,2020/04/10 00:00:00+00,havárie,řidičem nemotorového vozidla,Ne,lehké zranění,ano,žena
465,2020/05/03 00:00:00+00,srážka s jedoucím nekolejovým vozidlem,řidičem nemotorového vozidla,Ne,lehké zranění,ano,muž
466,2020/05/09 00:00:00+00,srážka s jedoucím nekolejovým vozidlem,řidičem nemotorového vozidla,Ne,lehké zranění,ne,žena
467,2020/06/03 00:00:00+00,srážka s jedoucím nekolejovým vozidlem,jiným účastníkem silničního provozu,Ne,lehké zranění,ano,muž
468,2020/06/28 00:00:00+00,havárie,řidičem nemotorového vozidla,Ne,lehké zranění,ne,muž
469,2020/07/10 00:00:00+00,srážka s jedoucím nekolejovým vozidlem,řidičem motorového vozidla,Ne,lehké zranění,ne,muž
470,2020/07/23 00:00:00+00,srážka s jedoucím nekolejovým vozidlem,řidičem motorového vozidla,Ne,lehké zranění,ano,muž
471,2020/08/06 00:00:00+00,srážka s jedoucím nekolejovým vozidlem,řidičem motorového vozidla,Ne,lehké zranění,ano,žena
472,2020/08/19 00:00:00+00,srážka s jedoucím nekolejovým vozidlem,řidičem motorového vozidla,Ne,lehké zranění,ano,muž
473,2020/08/19 00:00:00+00,srážka s jedoucím nekolejovým vozidlem,řidičem nemotorového vozidla,Ne,lehké zranění,ano,muž
474,2020/08/29 00:00:00+00,srážka s jedoucím nekolejovým vozidlem,řidičem nemotorového vozidla,Ne,těžké zranění,ano,žena
475,2020/08/29 00:00:00+00,srážka s jedoucím nekolejovým vozidlem,řidičem nemotorového vozidla,Ne,lehké zranění,ne,žena
476,2020/09/04 00:00:00+00,jiný druh nehody,řidičem nemotorového vozidla,Nezjišťován,těžké zranění,ano,muž
477,2020/09/04 00:00:00+00,jiný druh nehody,řidičem nemotorového vozidla,Nezjišťován,bez zraněn,ne,muž
478,2020/10/16 00:00:00+00,havárie,řidičem nemotorového vozidla,Ne,lehké zranění,ano,muž
479,2020/10/21 00:00:00+00,srážka s jedoucím nekolejovým vozidlem,řidičem nemotorového vozidla,Ne,bez zraněn,ano,muž
480,2020/10/21 00:00:00+00,srážka s jedoucím nekolejovým vozidlem,řidičem nemotorového vozidla,Ne,lehké zranění,ano,muž
481,2010/02/24 00:00:00+00,srážka s jedoucím nekolejovým vozidlem,řidičem motorového vozidla,Ne,lehké zranění,ano,muž
482,2010/04/28 00:00:00+00,srážka s jedoucím nekolejovým vozidlem,řidičem nemotorového vozidla,Ne,lehké zranění,ano,chlapec (do 15 let)
483,2010/05/21 00:00:00+00,srážka s jedoucím nekolejovým vozidlem,řidičem motorového vozidla,Nezjišťován,lehké zranění,ano,žena
484,2010/05/25 00:00:00+00,srážka s jedoucím nekolejovým vozidlem,řidičem nemotorového vozidla,Nezjišťován,lehké zranění,ne,žena
485,2010/06/05 00:00:00+00,havárie,řidičem nemotorového vozidla,"Ano, obsah alkoholu v krvi od 0,24‰ do 0,5‰",lehké zranění,ne,muž
486,2010/06/30 00:00:00+00,jiný druh nehody,řidičem motorového vozidla,Ne,lehké zranění,ano,muž
487,2010/08/03 00:00:00+00,srážka s jedoucím nekolejovým vozidlem,řidičem nemotorového vozidla,Ne,lehké zranění,ano,chlapec (do 15 let)
488,2010/08/12 00:00:00+00,srážka s jedoucím nekolejovým vozidlem,řidičem motorového vozidla,Ne,lehké zranění,ano,muž
489,2010/08/22 00:00:00+00,srážka s jedoucím nekolejovým vozidlem,řidičem motorového vozidla,Ne,lehké zranění,ano,muž
490,2010/08/25 00:00:00+00,srážka s jedoucím nekolejovým vozidlem,řidičem motorového vozidla,Ne,lehké zranění,ano,muž
491,2010/09/13 00:00:00+00,srážka s chodcem,chodcem,Nezjišťován,těžké zranění,ano,muž
492,2011/04/27 00:00:00+00,srážka s jedoucím nekolejovým vozidlem,řidičem motorového vozidla,Ne,lehké zranění,ano,muž
493,2011/05/20 00:00:00+00,srážka s jedoucím nekolejovým vozidlem,řidičem nemotorového vozidla,"Ano, obsah alkoholu v krvi 1,5‰ a více",těžké zranění,ne,muž
494,2011/05/24 00:00:00+00,srážka s jedoucím nekolejovým vozidlem,řidičem motorového vozidla,Ne,lehké zranění,ano,muž
495,2011/06/27 00:00:00+00,srážka s jedoucím nekolejovým vozidlem,řidičem motorového vozidla,Ne,lehké zranění,ano,muž
496,2011/07/07 00:00:00+00,srážka s chodcem,chodcem,Ne,bez zraněn,ne,žena
497,2011/05/23 00:00:00+00,srážka s jedoucím nekolejovým vozidlem,řidičem motorového vozidla,Nezjišťován,bez zraněn,ano,muž
498,2011/08/19 00:00:00+00,srážka s jedoucím nekolejovým vozidlem,řidičem motorového vozidla,Ne,těžké zranění,ano,muž
499,2011/08/27 00:00:00+00,jiný druh nehody,řidičem nemotorového vozidla,"Ano, obsah alkoholu v krvi 1,5‰ a více",lehké zranění,ne,muž
500,2011/09/01 00:00:00+00,srážka s jedoucím nekolejovým vozidlem,řidičem motorového vozidla,Ne,lehké zranění,ano,muž
501,2011/09/19 00:00:00+00,srážka s jedoucím nekolejovým vozidlem,řidičem motorového vozidla,Ne,lehké zranění,ne,muž
502,2011/09/27 00:00:00+00,srážka s chodcem,řidičem nemotorového vozidla,Ne,lehké zranění,ano,žena
503,2011/09/28 00:00:00+00,havárie,řidičem nemotorového vozidla,"Ano, obsah alkoholu v krvi od 0,8‰ do 1,0‰",těžké zranění,ano,muž
504,2011/10/06 00:00:00+00,srážka s chodcem,řidičem nemotorového vozidla,Nezjišťován,bez zraněn,ne,žena
505,2012/03/14 00:00:00+00,jiný druh nehody,řidičem motorového vozidla,Ne,lehké zranění,ne,muž
506,2012/03/22 00:00:00+00,srážka s jedoucím nekolejovým vozidlem,řidičem nemotorového vozidla,"Ano, obsah alkoholu v krvi od 0,24‰ do 0,5‰",lehké zranění,ne,muž
507,2012/03/25 00:00:00+00,srážka s jedoucím nekolejovým vozidlem,řidičem motorového vozidla,Ne,lehké zranění,ano,muž
508,2012/04/25 00:00:00+00,srážka s jedoucím nekolejovým vozidlem,řidičem motorového vozidla,Ne,lehké zranění,ano,muž
509,2012/05/01 00:00:00+00,srážka s jedoucím nekolejovým vozidlem,řidičem motorového vozidla,"Ano, obsah alkoholu v krvi 1,5‰ a více",bez zraněn,ne,muž
510,2012/05/08 00:00:00+00,srážka s jedoucím nekolejovým vozidlem,řidičem nemotorového vozidla,Ne,lehké zranění,ne,muž
511,2012/05/24 00:00:00+00,jiný druh nehody,řidičem nemotorového vozidla,Ne,lehké zranění,ne,muž
512,2012/07/01 00:00:00+00,srážka s jedoucím nekolejovým vozidlem,řidičem motorového vozidla,Ne,lehké zranění,ano,muž
513,2012/08/07 00:00:00+00,srážka s jedoucím nekolejovým vozidlem,řidičem motorového vozidla,Ne,lehké zranění,ne,muž
514,2012/08/12 00:00:00+00,srážka s jedoucím nekolejovým vozidlem,řidičem nemotorového vozidla,Ne,lehké zranění,ano,muž
515,2012/08/12 00:00:00+00,srážka s jedoucím nekolejovým vozidlem,řidičem nemotorového vozidla,Ne,bez zraněn,ano,muž
516,2012/09/02 00:00:00+00,srážka s jedoucím nekolejovým vozidlem,řidičem motorového vozidla,Ne,těžké zranění,ano,žena
517,2012/09/04 00:00:00+00,srážka s jedoucím nekolejovým vozidlem,řidičem motorového vozidla,Ne,lehké zranění,ne,muž
518,2012/09/16 00:00:00+00,havárie,řidičem nemotorového vozidla,Ne,lehké zranění,ne,muž
519,2012/09/26 00:00:00+00,srážka s jedoucím nekolejovým vozidlem,řidičem motorového vozidla,Ne,lehké zranění,ano,muž
520,2012/10/16 00:00:00+00,srážka s jedoucím nekolejovým vozidlem,řidičem motorového vozidla,Ne,usmrcení,ne,muž
521,2012/11/02 00:00:00+00,jiný druh nehody,řidičem motorového vozidla,Ne,lehké zranění,ne,muž
522,2013/03/07 00:00:00+00,havárie,řidičem nemotorového vozidla,Ne,těžké zranění,ne,muž
523,2013/04/24 00:00:00+00,srážka s jedoucím nekolejovým vozidlem,řidičem motorového vozidla,Ne,lehké zranění,ano,muž
524,2013/04/30 00:00:00+00,havárie,řidičem nemotorového vozidla,Ne,těžké zranění,ano,žena
525,2013/07/12 00:00:00+00,srážka s jedoucím nekolejovým vozidlem,řidičem motorového vozidla,Ne,lehké zranění,ne,žena
526,2013/07/13 00:00:00+00,havárie,řidičem nemotorového vozidla,Ne,lehké zranění,ne,muž
527,2013/08/12 00:00:00+00,srážka s jedoucím nekolejovým vozidlem,řidičem motorového vozidla,Nezjišťován,lehké zranění,ne,muž
528,2013/08/14 00:00:00+00,srážka s jedoucím nekolejovým vozidlem,řidičem nemotorového vozidla,Nezjišťován,lehké zranění,ano,muž
529,2013/08/18 00:00:00+00,srážka s jedoucím nekolejovým vozidlem,řidičem motorového vozidla,Ne,lehké zranění,ano,muž
530,2013/08/18 00:00:00+00,srážka s jedoucím nekolejovým vozidlem,řidičem motorového vozidla,Nezjišťován,lehké zranění,ano,muž
531,2013/11/07 00:00:00+00,havárie,řidičem nemotorového vozidla,Ne,těžké zranění,ano,muž
532,2014/02/04 00:00:00+00,srážka s jedoucím nekolejovým vozidlem,řidičem motorového vozidla,Ne,lehké zranění,ano,muž
533,2014/03/20 00:00:00+00,srážka s jedoucím nekolejovým vozidlem,řidičem nemotorového vozidla,Ne,lehké zranění,ano,muž
534,2014/03/20 00:00:00+00,srážka s jedoucím nekolejovým vozidlem,řidičem nemotorového vozidla,Ne,lehké zranění,ano,muž
535,2014/03/27 00:00:00+00,srážka s jedoucím nekolejovým vozidlem,řidičem nemotorového vozidla,Ne,lehké zranění,ano,žena
536,2014/04/11 00:00:00+00,havárie,řidičem motorového vozidla,Ne,lehké zranění,ano,muž
537,2014/05/23 00:00:00+00,srážka s jedoucím nekolejovým vozidlem,řidičem nemotorového vozidla,Ne,lehké zranění,ano,muž
538,2014/05/23 00:00:00+00,srážka s jedoucím nekolejovým vozidlem,řidičem motorového vozidla,Ne,lehké zranění,ano,muž
539,2014/06/18 00:00:00+00,srážka s jedoucím nekolejovým vozidlem,řidičem motorového vozidla,Ne,lehké zranění,ano,muž
540,2014/06/18 00:00:00+00,jiný druh nehody,řidičem nemotorového vozidla,Ne,těžké zranění,ano,muž
541,2014/09/23 00:00:00+00,srážka s jedoucím nekolejovým vozidlem,řidičem motorového vozidla,Ne,lehké zranění,ano,muž
542,2014/10/11 00:00:00+00,srážka s jedoucím nekolejovým vozidlem,řidičem motorového vozidla,Ne,těžké zranění,ano,žena
543,2015/02/17 00:00:00+00,srážka s jedoucím nekolejovým vozidlem,řidičem motorového vozidla,Nezjišťován,lehké zranění,ano,žena
544,2015/08/05 00:00:00+00,srážka s jedoucím nekolejovým vozidlem,řidičem motorového vozidla,Ne,těžké zranění,ne,žena
545,2015/08/10 00:00:00+00,havárie,řidičem nemotorového vozidla,Ne,lehké zranění,ano,muž
546,2015/12/09 00:00:00+00,havárie,řidičem nemotorového vozidla,Ne,lehké zranění,ano,muž
547,2016/02/02 00:00:00+00,srážka s jedoucím nekolejovým vozidlem,řidičem motorového vozidla,"Ano, obsah alkoholu v krvi od 1,0‰ do 1,5‰",lehké zranění,ano,muž
548,2016/02/08 00:00:00+00,jiný druh nehody,řidičem nemotorového vozidla,Ne,lehké zranění,ne,žena
549,2016/04/20 00:00:00+00,srážka s chodcem,chodcem,Nezjišťován,lehké zranění,ne,muž
550,2016/04/21 00:00:00+00,srážka s jedoucím nekolejovým vozidlem,řidičem motorového vozidla,Ne,lehké zranění,ne,žena
551,2016/05/12 00:00:00+00,jiný druh nehody,řidičem motorového vozidla,Ne,lehké zranění,ne,muž
552,2016/05/22 00:00:00+00,srážka s chodcem,řidičem nemotorového vozidla,"Ano, obsah alkoholu v krvi od 0,24‰ do 0,5‰",bez zraněn,ne,muž
553,2016/05/29 00:00:00+00,jiný druh nehody,řidičem nemotorového vozidla,Ne,těžké zranění,ano,muž
554,2016/06/28 00:00:00+00,havárie,řidičem nemotorového vozidla,Ne,lehké zranění,ne,žena
555,2016/08/02 00:00:00+00,havárie,řidičem nemotorového vozidla,Ne,lehké zranění,ano,žena
556,2016/08/22 00:00:00+00,havárie,řidičem nemotorového vozidla,Ne,lehké zranění,ne,žena
557,2016/08/26 00:00:00+00,srážka s jedoucím nekolejovým vozidlem,řidičem motorového vozidla,Ne,lehké zranění,ano,muž
558,2016/08/30 00:00:00+00,havárie,řidičem nemotorového vozidla,Ne,těžké zranění,ano,muž
559,2016/09/17 00:00:00+00,srážka s jedoucím nekolejovým vozidlem,řidičem nemotorového vozidla,Ne,bez zraněn,ano,chlapec (do 15 let)
560,2017/04/02 00:00:00+00,srážka s jedoucím nekolejovým vozidlem,řidičem motorového vozidla,Ne,lehké zranění,ano,muž
561,2017/05/09 00:00:00+00,srážka s jedoucím nekolejovým vozidlem,řidičem motorového vozidla,Ne,těžké zranění,ne,muž
562,2017/05/15 00:00:00+00,srážka s jedoucím nekolejovým vozidlem,řidičem motorového vozidla,Ne,lehké zranění,ano,muž
563,2017/06/03 00:00:00+00,srážka s jedoucím nekolejovým vozidlem,řidičem nemotorového vozidla,Ne,lehké zranění,ne,chlapec (do 15 let)
564,2017/06/03 00:00:00+00,srážka s jedoucím nekolejovým vozidlem,řidičem nemotorového vozidla,Ne,lehké zranění,ne,chlapec (do 15 let)
565,2017/06/13 00:00:00+00,srážka s jedoucím nekolejovým vozidlem,řidičem motorového vozidla,Ne,těžké zranění,ano,žena
566,2017/07/18 00:00:00+00,srážka s jedoucím nekolejovým vozidlem,řidičem motorového vozidla,Ne,lehké zranění,ne,muž
567,2017/07/21 00:00:00+00,havárie,řidičem nemotorového vozidla,Ne,lehké zranění,ano,muž
568,2017/08/06 00:00:00+00,havárie,řidičem nemotorového vozidla,Ne,lehké zranění,ne,muž
569,2017/08/19 00:00:00+00,"srážka s vozidlem zaparkovaným, odstaveným",řidičem nemotorového vozidla,"Ano, obsah alkoholu v krvi 1,5‰ a více",lehké zranění,ne,muž
570,2017/09/07 00:00:00+00,srážka s jedoucím nekolejovým vozidlem,řidičem motorového vozidla,Ne,lehké zranění,ano,muž
571,2017/10/02 00:00:00+00,srážka s jedoucím nekolejovým vozidlem,řidičem motorového vozidla,Ne,lehké zranění,ano,žena
572,2018/04/20 00:00:00+00,havárie,řidičem nemotorového vozidla,Ne,lehké zranění,ne,žena
573,2018/05/01 00:00:00+00,srážka s pevnou překážkou,řidičem nemotorového vozidla,Ne,lehké zranění,ano,žena
574,2018/06/24 00:00:00+00,srážka s jedoucím nekolejovým vozidlem,řidičem nemotorového vozidla,Ne,lehké zranění,ne,chlapec (do 15 let)
575,2018/07/19 00:00:00+00,srážka s jedoucím nekolejovým vozidlem,jiným účastníkem silničního provozu,Ne,lehké zranění,ano,muž
576,2018/08/07 00:00:00+00,srážka s jedoucím nekolejovým vozidlem,řidičem motorového vozidla,Ne,lehké zranění,ne,žena
577,2018/09/09 00:00:00+00,"srážka s vozidlem zaparkovaným, odstaveným",řidičem motorového vozidla,Ne,lehké zranění,ano,žena
578,2018/09/18 00:00:00+00,srážka s jedoucím nekolejovým vozidlem,řidičem nemotorového vozidla,Nezjišťován,lehké zranění,ano,chlapec (do 15 let)
579,2018/09/21 00:00:00+00,srážka s jedoucím nekolejovým vozidlem,řidičem motorového vozidla,Ne,lehké zranění,ne,muž
580,2019/04/19 00:00:00+00,havárie,řidičem nemotorového vozidla,Ne,lehké zranění,ano,muž
581,2019/04/21 00:00:00+00,srážka s jedoucím nekolejovým vozidlem,řidičem motorového vozidla,Pod vlivem drog,bez zraněn,ano,žena
582,2019/04/24 00:00:00+00,srážka s jedoucím nekolejovým vozidlem,řidičem motorového vozidla,Ne,lehké zranění,ne,muž
583,2019/04/24 00:00:00+00,srážka s chodcem,chodcem,Ne,lehké zranění,ano,muž
584,2019/05/17 00:00:00+00,srážka s jedoucím nekolejovým vozidlem,řidičem motorového vozidla,Ne,lehké zranění,ne,žena
585,2019/07/06 00:00:00+00,havárie,řidičem nemotorového vozidla,"Ano, obsah alkoholu v krvi od 0,24‰ do 0,5‰",lehké zranění,ne,muž
586,2019/07/08 00:00:00+00,havárie,řidičem motorového vozidla,Nezjišťován,lehké zranění,ne,žena
587,2019/07/24 00:00:00+00,srážka s jedoucím nekolejovým vozidlem,řidičem motorového vozidla,Ne,lehké zranění,ano,muž
588,2019/06/19 00:00:00+00,srážka s jedoucím nekolejovým vozidlem,řidičem motorového vozidla,Nezjišťován,bez zraněn,ano,chlapec (do 15 let)
589,2019/06/19 00:00:00+00,srážka s jedoucím nekolejovým vozidlem,řidičem motorového vozidla,Nezjišťován,lehké zranění,ne,muž
590,2019/08/21 00:00:00+00,srážka s jedoucím nekolejovým vozidlem,řidičem motorového vozidla,Ne,těžké zranění,ano,muž
591,2019/08/24 00:00:00+00,srážka s jedoucím nekolejovým vozidlem,řidičem motorového vozidla,Ne,bez zraněn,ano,muž
592,2019/09/06 00:00:00+00,srážka s jedoucím nekolejovým vozidlem,řidičem nemotorového vozidla,Ne,bez zraněn,ano,muž
593,2019/11/04 00:00:00+00,havárie,řidičem nemotorového vozidla,Ne,lehké zranění,ne,muž
594,2019/11/23 00:00:00+00,havárie,řidičem nemotorového vozidla,"Ano, obsah alkoholu v krvi 1,5‰ a více",lehké zranění,ano,muž
595,2020/01/01 00:00:00+00,srážka s pevnou překážkou,řidičem nemotorového vozidla,"Ano, obsah alkoholu v krvi 1,5‰ a více",lehké zranění,ano,muž
596,2020/01/29 00:00:00+00,srážka s chodcem,chodcem,Ne,bez zraněn,ne,muž
597,2020/03/11 00:00:00+00,srážka s tramvají,řidičem nemotorového vozidla,Ne,lehké zranění,ano,muž
598,2020/03/16 00:00:00+00,srážka s jedoucím nekolejovým vozidlem,řidičem motorového vozidla,Ne,lehké zranění,ano,muž
599,2020/04/07 00:00:00+00,srážka s jedoucím nekolejovým vozidlem,řidičem motorového vozidla,Ne,lehké zranění,ano,muž
600,2020/04/18 00:00:00+00,jiný druh nehody,řidičem nemotorového vozidla,Nezjišťován,lehké zranění,ano,muž
601,2020/05/15 00:00:00+00,srážka s jedoucím nekolejovým vozidlem,řidičem motorového vozidla,Ne,lehké zranění,ano,muž
602,2020/05/22 00:00:00+00,srážka s chodcem,řidičem nemotorového vozidla,Ne,bez zraněn,ne,muž
603,2020/06/10 00:00:00+00,srážka s jedoucím nekolejovým vozidlem,řidičem nemotorového vozidla,Ne,lehké zranění,ano,muž
604,2020/06/15 00:00:00+00,srážka s jedoucím nekolejovým vozidlem,řidičem motorového vozidla,Ne,lehké zranění,ne,muž
605,2020/07/12 00:00:00+00,havárie,řidičem nemotorového vozidla,Ne,lehké zranění,ne,muž
606,2020/07/29 00:00:00+00,srážka s jedoucím nekolejovým vozidlem,řidičem motorového vozidla,Ne,lehké zranění,ano,muž
607,2020/08/20 00:00:00+00,srážka s jedoucím nekolejovým vozidlem,řidičem motorového vozidla,Ne,těžké zranění,ano,muž
608,2020/08/30 00:00:00+00,havárie,řidičem nemotorového vozidla,"Ano, obsah alkoholu v krvi od 0,24‰ do 0,5‰",lehké zranění,ano,žena
609,2020/09/08 00:00:00+00,srážka s jedoucím nekolejovým vozidlem,řidičem motorového vozidla,Ne,lehké zranění,ne,muž
610,2014/11/05 00:00:00+00,srážka s jedoucím nekolejovým vozidlem,řidičem motorového vozidla,Ne,lehké zranění,ano,muž
611,2010/01/21 00:00:00+00,srážka s jedoucím nekolejovým vozidlem,řidičem motorového vozidla,Ne,lehké zranění,ano,muž
612,2010/04/28 00:00:00+00,srážka s jedoucím nekolejovým vozidlem,řidičem motorového vozidla,Nezjišťován,lehké zranění,ne,muž
613,2010/06/15 00:00:00+00,srážka s jedoucím nekolejovým vozidlem,řidičem nemotorového vozidla,"Ano, obsah alkoholu v krvi od 0,24‰ do 0,5‰",bez zraněn,ne,muž
614,2010/09/06 00:00:00+00,srážka s chodcem,řidičem nemotorového vozidla,Nezjišťován,bez zraněn,ne,muž
615,2010/09/16 00:00:00+00,srážka s jedoucím nekolejovým vozidlem,řidičem motorového vozidla,Ne,lehké zranění,ne,muž
616,2010/10/12 00:00:00+00,srážka s jedoucím nekolejovým vozidlem,řidičem motorového vozidla,Ne,lehké zranění,ano,muž
617,2011/04/18 00:00:00+00,srážka s jedoucím nekolejovým vozidlem,řidičem motorového vozidla,Ne,lehké zranění,ano,muž
618,2011/06/30 00:00:00+00,srážka s jedoucím nekolejovým vozidlem,řidičem nemotorového vozidla,Ne,lehké zranění,ne,muž
619,2011/07/06 00:00:00+00,"srážka s vozidlem zaparkovaným, odstaveným",řidičem nemotorového vozidla,Ne,lehké zranění,ano,žena
620,2011/09/01 00:00:00+00,srážka s jedoucím nekolejovým vozidlem,řidičem nemotorového vozidla,Ne,lehké zranění,ano,muž
621,2011/09/15 00:00:00+00,havárie,řidičem nemotorového vozidla,"Ano, obsah alkoholu v krvi od 1,0‰ do 1,5‰",lehké zranění,ne,muž
622,2012/05/16 00:00:00+00,srážka s jedoucím nekolejovým vozidlem,řidičem motorového vozidla,Nezjišťován,lehké zranění,ano,chlapec (do 15 let)
623,2012/05/25 00:00:00+00,havárie,řidičem nemotorového vozidla,Ne,lehké zranění,ne,muž
624,2012/06/20 00:00:00+00,srážka s jedoucím nekolejovým vozidlem,řidičem nemotorového vozidla,Ne,lehké zranění,ano,chlapec (do 15 let)
625,2012/07/07 00:00:00+00,srážka s jedoucím nekolejovým vozidlem,řidičem motorového vozidla,Ne,lehké zranění,ne,muž
626,2012/07/14 00:00:00+00,havárie,řidičem nemotorového vozidla,"Ano, obsah alkoholu v krvi od 1,0‰ do 1,5‰",lehké zranění,ano,muž
627,2012/07/28 00:00:00+00,"srážka s vozidlem zaparkovaným, odstaveným",řidičem nemotorového vozidla,"Ano, obsah alkoholu v krvi od 0,5‰ do 0,8‰",lehké zranění,ne,muž
628,2012/08/09 00:00:00+00,havárie,řidičem nemotorového vozidla,Ne,těžké zranění,ano,muž
629,2012/08/11 00:00:00+00,havárie,řidičem nemotorového vozidla,Nezjišťován,lehké zranění,ne,muž
630,2012/08/30 00:00:00+00,havárie,řidičem nemotorového vozidla,Nezjišťován,lehké zranění,ne,chlapec (do 15 let)
631,2012/09/09 00:00:00+00,srážka s jedoucím nekolejovým vozidlem,řidičem motorového vozidla,Ne,těžké zranění,ne,muž
632,2012/09/17 00:00:00+00,havárie,řidičem nemotorového vozidla,Ne,lehké zranění,ano,muž
633,2012/12/04 00:00:00+00,srážka s jedoucím nekolejovým vozidlem,řidičem motorového vozidla,Ne,lehké zranění,ne,muž
